content,nodeID,#ofWords,isLI,isH,FontSize,FontWeight,XxxRatio,ContainUrl,ContainColon,VisionLocation,Depth,#ofSibling,SiblingType,NextNodeType,LastNodeType,Concept,Country,Introduction,Month,Organisation,Total,NextIsLi,LastEndColon,LastLabel,Label
"'1937: On the outbreak of hostilities with Japan, Japanese forces blockaded China's major ports. BOC opened a number of branches in Batavia, Penang, Kuala Lumpur, Haiphong, Hanoi, Rangoon, Bombay, and Calcutta to facilitate the gathering of remittances and the flow of military supplies. It also opened sub-agencies in Surabaya, Medan, Dabo, Xiaobo, Batu Pahat, Baichilu, Mandalay, Lashio, Ipoh, and Seremban.",'1-1-2-2-2-1-2-2-2-1-5,2,1,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,I
"'1941-1942: The Japanese conquest of Southeast Asia forced BOC to close all overseas its branches, agencies, sub-branches and sub-agencies, except London, New York, Calcutta, and Bombay. Nevertheless, in 1942, it manages to set up six new overseas branches, such as in Sydney, (Australia), Liverpool, and Havana, and possibly Karachi.",'1-1-2-2-2-1-2-2-2-1-6,2,1,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,I
"'1946: BOC reopened its branches and agencies in Hong Kong, Singapore, Haiphong, Rangoon, Kuala Lumpur, Penang, and Jakarta. It moved the Hanoi agency to Saigon. At the suggestion of the Allied Forces Headquarters, it liquidated the branch in Osaka and opened a sub-branch in Tokyo.",'1-1-2-2-2-1-2-2-2-1-7,2,1,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,I
"'1947: BOC opened agencies in Bangkok, Chittagong, and Tokyo.",'1-1-2-2-2-1-2-2-2-1-8,0,1,0,0,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,I
"'1950: After victory of Communist forces in the civil war, some branches (ex. Hong Kong, Singapore, London, Penang, Kuala Lumpur, Jakarta, Calcutta, Bombay, Chittagong, Karachi, and Jakarta) of Bank of China joined the bank headquartered in Beijing, while others (ex. New York, Tokyo, Havana, Bangkok, and one other, possibly Panama) opted to remain with the Bank of China headquartered in Taipei. In 1971, this bank took the name International Commercial Bank of China.",'1-1-2-2-2-1-2-2-2-1-9-1,2,1,0,0,0,2,1,1,1,2,0,0,1,0,0,1,0,0,1,0,0,0,2,I
"'1963: The Burmese government nationalized all banks, foreign and domestic, including the Bank of China's Rangoon branch.",'1-1-2-2-2-1-2-2-2-1-9-2,1,1,0,0,0,2,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,2,I
'1971: The Bank of China transferred its two branches in Karachi and Chittagong to the National Bank of Pakistan.,'1-1-2-2-2-1-2-2-2-1-10,1,1,0,0,0,2,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,2,I
'1975: The People's Republic of Vietnam nationalized the Bank of China's branch in Saigon and the Khmer Rouge government nationalized its Phnom Penh branch.,'1-1-2-2-2-1-2-2-2-1-11,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,I
'1981: BOC opened a branch in New York.,'1-1-2-2-2-1-2-2-2-1-12,0,1,0,0,0,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,I
"'2001: Kwangtung Provincial Bank was closed and merged under Bank of China, Singapore Branch.",'1-1-2-2-2-1-2-2-2-1-13,1,1,0,0,0,2,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,2,I
'2002: Bank of China Futures Pte Ltd wound up operations in Singapore.,'1-1-2-2-2-1-2-2-2-1-14-1,1,1,0,0,0,2,0,1,1,2,0,0,1,0,0,1,1,0,1,1,0,0,2,I
"'2005: In the runup to its initial public offering, BOC solicited long term investors to take strategic stakes in the company, including a $3.1 billion investment by the Royal Bank of Scotland Group PLC and further investments by Swiss bank UBS AG and Temasek Holdings Pte. Ltd (who also promised to subscribe for an additional $500 million worth of shares during the IPO). The Bank was also investigated by the United States in its money laundering probe related to the superdollars affair.",'1-1-2-2-2-1-2-2-2-1-14-2,2,1,0,0,0,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
"'2006: BOC's listing on the Hong Kong Stock Exchange on June 1, 2006 was the largest IPO since 2000 and the fourth largest IPO ever, raising some US$9.7 billion in the H-share Global Offering. The Over-Allotment Option was then exercised on June 7, 2006, raising the total value of their IPO to US$11.2 billion. BOC also made a successful IPO in mainland China on July 5, 2006, offering up to 10 billion A-shares on the Shanghai A Stock Exchange for RMB20 billion (US$2.5 billion). BOC also bought Singapore Airlines's stake in Singapore Aircraft Leasing Enterprise, renaming it BOC Aviation in 2007.",'1-1-2-2-2-1-2-2-2-1-15,2,1,0,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,I
'2008: Bank of China buys a 20 percent stake in La Compagnie Financière Edmond de Rothschild (LCFR) for 236.3 million euros (US$340 million),'1-1-2-2-2-1-2-2-2-1-16,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,I
"'2001-2007: Massive staff layoffs and paycuts in BOC Singapore Branch, culminating in 2007 with branch head Zhu Hua being asked to leave by the Monetary Authority of Singapore for his poor performance. He was replaced by Liu Yan Fen.",'1-1-2-2-2-1-2-2-2-1-17,2,1,0,0,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,I
"'2008: Head of Settlements at BOC, Chin Chuh Meng, was investigated involvement for Multi-Level Marketing Activities in Singapore, a scheme involving employees of the Bank of China and ex-Kwangtung Bank.",'1-1-2-2-2-1-2-2-2-1-18-1,2,1,0,0,0,2,1,1,1,2,0,0,1,0,0,1,0,0,1,0,0,0,2,I
'2009: Opened branches in São Paulo and Maputo. Penang branch reopened in October. People's Park Remittance Centre opened in Singapore. Sunday Banking Business ceased in Chinatown Sub-branch in Singapore.,'1-1-2-2-2-1-2-2-2-1-18-2,1,1,0,0,0,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
"'2012: BOC opened branch in Taiwan. The opening is seen as a symbol of deepening economic ties across Taiwan Strait Bank of China (M) Bhd opened its 6th branch in Malaysia at Tower 2, PFCC, Bandar Puteri Puchong in 2012.",'1-1-2-2-2-1-2-2-2-1-19,2,1,0,0,0,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2,I
"'2013: BOC opened a branch in Lisbon, Portugal. During the Korean crisis, the Bank of China halted business with a North Korean bank accused by the United States of financing Pyongyang's missile and nuclear programs. New branch opened in Montreal. The Canadian arm of the Bank of China now has 10 branches across Canada, including five in Toronto and three in Vancouver.",'1-1-2-2-2-1-2-2-2-1-20,2,1,0,0,0,2,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,2,I
'Hong Kong,'1-1-2-2-2-1-2-2-2-2,0,0,0,0,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,2,C
'This section,'1-1-2-2-2-1-3-1-2,0,0,0,0,0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,N
'needs additional citations for verification,'1-1-2-2-2-1-3-1-3-1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,N
'Please help improve this article by adding citations to reliable sources. Unsourced material may be challenged and removed.,'1-1-2-2-2-1-3-1-3-3,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,3,N
'(May 2013),'1-1-2-2-2-1-3-1-3-4,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,3,N
'Bank of China Tower in Hong Kong.,'1-1-2-2-2-1-3-2-1-2,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,3,N
'Main article: Bank of China (Hong Kong),'1-1-2-2-2-1-3-2-2-1-1,0,0,0,0,0,2,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,3,N
"'BOC started operations in Hong Kong in 1917 and has become a major player there. It became note-issuing bank Hong Kong in 1994; in Macao, it received note-issuing status in 1995.",'1-1-2-2-2-1-3-2-2-1-2,2,0,0,0,0,2,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,3,I
"'In 2001, BOC regrouped its Hong Kong operations into Bank of China (Hong Kong); then BOCHK listed on the Hong Kong Stock Exchange in October 2002. Two-thirds of its share capital are in free float. The bank's headquarters in Hong Kong are located in the Bank of China Tower, designed by the renowned architect I.M. Pei, and was opened to the public in 1990 as the tallest building of Hong Kong at that time.",'1-1-2-2-2-1-3-2-2-1-3,2,0,0,0,0,2,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,3,I
"'It listed on the Hong Kong Stock Exchange (independently from BOCHK) (SEHK:3988) by floating the largest IPO in the world by any institution since 2000 on June 1, 2006, raising US$9.7 billion. The IPO attracted HK$286 billion (USD 36.7 billion) in retail orders and was the most heavily oversubscribed in the history of the Hong Kong Stock Exchange. The offer was around 76 times oversubscribed. Although some financial analysts advised caution due to the worrying amounts of non-performing loans, this hardly deterred investors. The IPO share price started at HK$2.95 per share and jumped 15% (to HK$3.40) after the first day of trading.",'1-1-2-2-2-1-3-2-2-1-4,2,0,0,0,0,2,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In 2008, the Bank of China was crowned Deal of the Year - Debt Market Deal of the Year at the 2008 ALB Hong Kong Law Awards.",'1-1-2-2-2-1-3-2-2-1-5,1,0,0,0,0,2,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,2,I
'Basic facts,'1-1-2-2-2-1-3-2-2-2,0,0,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,C
'This section,'1-1-2-2-2-1-4-1-2,0,0,0,0,0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,N
'needs additional citations for verification,'1-1-2-2-2-1-4-1-3-1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,N
