content,nodeID,#ofWords,isLI,isH,FontSize,FontWeight,XxxRatio,ContainUrl,ContainColon,VisionLocation,Depth,#ofSibling,SiblingType,NextNodeType,LastNodeType,Concept,Country,Institution,Month,Others,Total,NextIsLi,LastEndColon,LastLabel,Label
'Submitted papers must include the following information:,'1-2-2-2-2-2-3,0,0,0,1,0,0,0,2,1,2,1,1,0,1,0,0,0,0,0,0,1,1,2,C
'Authors names and affiliation,'1-2-2-2-2-2-4-1,0,1,0,1,0,2,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,I
'Primary author contact information,'1-2-2-2-2-2-4-2,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'Abstract,'1-2-2-2-2-2-4-3,0,1,0,1,0,1,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'Categories and Subject Descriptors,'1-2-2-2-2-2-4-4,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'References,'1-2-2-2-2-2-4-5,0,1,0,1,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Categories and Subject Descriptors should be selected from the Computing Reviews Classification Scheme published in the January 1991 issue of Computing Reviews.,'1-2-2-2-2-2-5,1,0,0,1,0,2,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,N
'Submitted papers must be submitted through the electronic submission web site: http://mc.manuscriptcentral.com/taas. Authors should first register themselves and then submit their paper.,'1-2-2-2-2-2-6,1,0,0,1,0,0,1,1,1,2,1,1,0,1,0,0,0,0,1,0,0,0,3,N
'Review Process,'1-2-2-2-3-1,0,0,1,2,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3,C
"'We plan to return review results within 4 months of submission. This interval is long enough to ensure quality reviews, and short enough to ensure reasonable publication delays.",'1-2-2-2-3-2,1,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,I
'Instructions for Publication of Accepted Papers,'1-2-2-2-4-1,0,0,1,2,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,C
'Authors of accepted papers will submit a publication packet to ACM Publications. The packet will include:,'1-2-2-2-4-2-1,1,0,0,1,0,2,0,2,1,2,1,1,0,0,1,0,0,0,1,0,1,1,1,C
"'Name and address of contact author, including email address and phone number.",'1-2-2-2-4-2-2-1,1,1,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,I
'PDF or PostScript file of final version.,'1-2-2-2-4-2-2-2,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'Formatted source file (see http://www.acm.org/pubs/submissions/submission.htm).,'1-2-2-2-4-2-2-3,0,1,0,1,0,2,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'A printed copy of the paper.,'1-2-2-2-4-2-2-4,0,1,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'Figures in EPS or TIFF format.,'1-2-2-2-4-2-2-5,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'Computing Classification Systems terms (http://theory.lcs.mit.edu/~jacm/CR/1991/).,'1-2-2-2-4-2-2-6,0,1,0,1,0,2,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'General terms (http://theory.lcs.mit.edu/~jacm/CR/1991/).,'1-2-2-2-4-2-2-7,0,1,0,1,0,2,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'Additional keywords and phrases (http://www.acm.org/class/1998).,'1-2-2-2-4-2-2-8,0,1,0,1,0,2,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'The electronic files should be included in a zip file and submitted through the electronic submission web site: http://mc.manuscriptcentral.com/taas.,'1-2-2-2-4-2-3,1,0,0,1,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,N
'ACM Author-Izer Service,'1-2-2-2-5-1,0,0,1,2,1,2,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,3,C
'You may wish to distribute your paper from your personal home page or your employer's institutional repository. ACM's Author-Izer Service extends ACM's support for self-archiving by enabling authors to generate and post links to the paper distributed from the ACM Digital Library.,'1-2-2-2-5-2-1,2,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,I
"'There are several advantages to using ACM's Author-Izer Service. One advantage is that visitors to your personal bibliography pages download the definitive version of your paper for free from the ACM DL. A second advantage is that papers downloaded via links on your personal web page are recorded as part of your DL usage statistics, which improves the accuracy of impact measurements related to your paper.",'1-2-2-2-5-2-2,2,0,0,1,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'ACM's Author-Izer Service may be used for any paper that you have published with ACM.,'1-2-2-2-5-2-3,1,0,0,1,0,2,0,0,2,2,1,0,1,1,0,0,0,1,1,0,0,0,2,N
'A Summary Description of the Service and instructions for its use may be found at http://www.acm.org/publications/acm-author-izer-service.,'1-2-2-2-5-2-4,1,0,0,1,0,2,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,3,N
