content,nodeID,#ofWords,isLI,isH,FontSize,FontWeight,XxxRatio,ContainUrl,ContainColon,VisionLocation,Depth,#ofSibling,SiblingType,NextNodeType,LastNodeType,Concept,Country,Institution,Month,Others,Total,NextIsLi,LastEndColon,LastLabel,Label
'As of 26th May 2010 Volume 10 (FSDM 2010 Proceedings) is available.,'1-2-1-2-3-2-10,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 30th September 2010 Volume 11 (Workshop on Applications of Pattern Analysis (WAPA) 2010 Proceedings) is available.,'1-2-1-2-3-2-11,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 3rd March 2011 Volume 12 (NIPS Mini-Symposium on Causality in Time Series) is available.,'1-2-1-2-3-2-12,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 31st October 2010 Volume 13 (ACML 2010 Proceedings) is available.,'1-2-1-2-3-2-13,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 26th January 2011 Volume 14 (Proceedings of the Learning to Rank Challenge) is available.,'1-2-1-2-3-2-14,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 14th June 2011 Volume 15 (AISTATS 2011 Proceedings) is available.,'1-2-1-2-3-2-15,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 21st April 2011 Volume 16 (Active Learning and Experimental Design Workshop) is available.,'1-2-1-2-3-2-16,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 21st October 2011 Volume 17 (Workshop on Applications of Pattern Analysis (WAPA) 2011 Proceedings) is available.,'1-2-1-2-3-2-17,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 17th November 2011 Volume 20 (ACML 2011 Proceedings) is available.,'1-2-1-2-3-2-18,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 21st December 2011 Volume 19 (COLT 2011 Proceedings) is available.,'1-2-1-2-3-2-19,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 21st March 2012 Volume 22 (AISTATS 2012 Proceedings) is available.,'1-2-1-2-3-2-20,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 2nd May 2012 Volume 26 (On-line Trading of Exploration and Exploitation 2011 Proceedings) is available.,'1-2-1-2-3-2-21,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 1st June 2012 Volume 18 (KDD Cup 2011) is available.,'1-2-1-2-3-2-22,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 16th June 2012 Volume 23 (COLT 2012) is available.,'1-2-1-2-3-2-23,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 27th June 2012 Volume 27 (Unsupervised and Transfer Learning Workshop at ICML 2011) is available.,'1-2-1-2-3-2-24,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 16th August 2012 Volume 21 (ICGI 2012 Proceedings) is available.,'1-2-1-2-3-2-25,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 17th November 2012 Volume 25 (ACML 2012 Proceedings) is available.,'1-2-1-2-3-2-26,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 12th January 2013 Volume 24 (EWRL 2012 Proceedings) is available.,'1-2-1-2-3-2-27,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
"'As of 15th February 2013 Volume 28 (ICML 2013 Proceedings, 1st Cycle) is available.",'1-2-1-2-3-2-28,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 29th April 2013 Volume 31 (AISTATS 2013 Proceedings) is available.,'1-2-1-2-3-2-29,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
"'As of 5th May 2013 Volume 28 (ICML 2013 Proceedings, 2nd Cycle) is available.",'1-2-1-2-3-2-30,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
"'As of 26th May 2013 Volume 28 (ICML 2013 Proceedings, 3rd Cycle) is available.",'1-2-1-2-3-2-31,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 13th June 2013 Volume 30 (COLT 2013) is available.,'1-2-1-2-3-2-32,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 21st October 2013 Volume 29 (ACML 2013) is available.,'1-2-1-2-3-2-33,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
"'As of 27th January 2014 Volume 32 (ICML 2014 Proceedings, 1st Cycle) is available.",'1-2-1-2-3-2-34,1,1,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
'As of 2nd of April 2014 Volume 33 (AISTATS 2014 Proceedings) is available.,'1-2-1-2-3-2-35,1,1,0,1,0,2,1,0,2,2,1,0,0,1,0,0,0,1,0,0,0,0,2,I
'Scheduled Volumes,'1-2-1-2-4-1,0,0,1,2,1,2,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,1,2,C
'Volume 34 ICGI 2014 Proceedings,'1-2-1-2-4-2-1,0,1,0,1,0,2,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,I
'Volume 35 COLT 2014 Proceedings,'1-2-1-2-4-2-2,0,1,0,1,0,2,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'Volume 36 To be announced,'1-2-1-2-4-2-3,0,1,0,1,0,2,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
